transaction_id,sender_id,receiver_id,amount,timestamp
TX_002160,ACC_0960,ACC_0751,603.75,2026-01-02 12:00:00
TX_002161,ACC_0961,ACC_0768,607.50,2026-01-02 12:01:00
TX_002162,ACC_0962,ACC_0785,611.25,2026-01-02 12:02:00
TX_002163,ACC_0963,ACC_0802,615.00,2026-01-02 12:03:00
TX_002164,ACC_0964,ACC_0819,618.75,2026-01-02 12:04:00
TX_002165,ACC_0965,ACC_0836,622.50,2026-01-02 12:05:00
TX_002166,ACC_0966,ACC_0853,626.25,2026-01-02 12:06:00
TX_002167,ACC_0967,ACC_0870,630.00,2026-01-02 12:07:00
TX_002168,ACC_0968,ACC_0887,633.75,2026-01-02 12:08:00
TX_002169,ACC_0969,ACC_0904,637.50,2026-01-02 12:09:00
TX_002170,ACC_0970,ACC_0921,641.25,2026-01-02 12:10:00
TX_002171,ACC_0971,ACC_0938,645.00,2026-01-02 12:11:00
TX_002172,ACC_0972,ACC_0955,648.75,2026-01-02 12:12:00
TX_002173,ACC_0973,ACC_0972,652.50,2026-01-02 12:13:00
TX_002174,ACC_0974,ACC_0989,656.25,2026-01-02 12:14:00
TX_002175,ACC_0975,ACC_1006,660.00,2026-01-02 12:15:00
TX_002176,ACC_0976,ACC_1023,663.75,2026-01-02 12:16:00
TX_002177,ACC_0977,ACC_1040,667.50,2026-01-02 12:17:00
TX_002178,ACC_0978,ACC_1057,671.25,2026-01-02 12:18:00
TX_002179,ACC_0979,ACC_1074,675.00,2026-01-02 12:19:00
TX_002180,ACC_0980,ACC_1091,678.75,2026-01-02 12:20:00
TX_002181,ACC_0981,ACC_1108,682.50,2026-01-02 12:21:00
TX_002182,ACC_0982,ACC_1125,686.25,2026-01-02 12:22:00
TX_002183,ACC_0983,ACC_1142,690.00,2026-01-02 12:23:00
TX_002184,ACC_0984,ACC_1159,693.75,2026-01-02 12:24:00
TX_002185,ACC_0985,ACC_1176,697.50,2026-01-02 12:25:00
TX_002186,ACC_0986,ACC_1193,701.25,2026-01-02 12:26:00
TX_002187,ACC_0987,ACC_0010,705.00,2026-01-02 12:27:00
TX_002188,ACC_0988,ACC_0027,708.75,2026-01-02 12:28:00
TX_002189,ACC_0989,ACC_0044,712.50,2026-01-02 12:29:00
TX_002190,ACC_0990,ACC_0061,716.25,2026-01-02 12:30:00
TX_002191,ACC_0991,ACC_0078,720.00,2026-01-02 12:31:00
TX_002192,ACC_0992,ACC_0095,723.75,2026-01-02 12:32:00
TX_002193,ACC_0993,ACC_0112,727.50,2026-01-02 12:33:00
TX_002194,ACC_0994,ACC_0129,731.25,2026-01-02 12:34:00
TX_002195,ACC_0995,ACC_0146,735.00,2026-01-02 12:35:00
TX_002196,ACC_0996,ACC_0163,738.75,2026-01-02 12:36:00
TX_002197,ACC_0997,ACC_0180,742.50,2026-01-02 12:37:00
TX_002198,ACC_0998,ACC_0197,746.25,2026-01-02 12:38:00
TX_002199,ACC_0999,ACC_0214,750.00,2026-01-02 12:39:00
TX_002200,ACC_1000,ACC_0231,753.75,2026-01-02 12:40:00
TX_002201,ACC_1001,ACC_0248,757.50,2026-01-02 12:41:00
TX_002202,ACC_1002,ACC_0265,761.25,2026-01-02 12:42:00
TX_002203,ACC_1003,ACC_0282,765.00,2026-01-02 12:43:00
TX_002204,ACC_1004,ACC_0299,768.75,2026-01-02 12:44:00
TX_002205,ACC_1005,ACC_0316,772.50,2026-01-02 12:45:00
TX_002206,ACC_1006,ACC_0333,776.25,2026-01-02 12:46:00
TX_002207,ACC_1007,ACC_0350,780.00,2026-01-02 12:47:00
TX_002208,ACC_1008,ACC_0367,783.75,2026-01-02 12:48:00
TX_002209,ACC_1009,ACC_0384,787.50,2026-01-02 12:49:00
TX_002210,ACC_1010,ACC_0401,791.25,2026-01-02 12:50:00
TX_002211,ACC_1011,ACC_0418,795.00,2026-01-02 12:51:00
TX_002212,ACC_1012,ACC_0435,798.75,2026-01-02 12:52:00
TX_002213,ACC_1013,ACC_0452,802.50,2026-01-02 12:53:00
TX_002214,ACC_1014,ACC_0469,806.25,2026-01-02 12:54:00
TX_002215,ACC_1015,ACC_0486,810.00,2026-01-02 12:55:00
TX_002216,ACC_1016,ACC_0503,813.75,2026-01-02 12:56:00
TX_002217,ACC_1017,ACC_0520,817.50,2026-01-02 12:57:00
TX_002218,ACC_1018,ACC_0537,821.25,2026-01-02 12:58:00
TX_002219,ACC_1019,ACC_0554,825.00,2026-01-02 12:59:00
TX_002220,ACC_1020,ACC_0571,828.75,2026-01-02 13:00:00
TX_002221,ACC_1021,ACC_0588,832.50,2026-01-02 13:01:00
TX_002222,ACC_1022,ACC_0605,836.25,2026-01-02 13:02:00
TX_002223,ACC_1023,ACC_0622,840.00,2026-01-02 13:03:00
TX_002224,ACC_1024,ACC_0639,843.75,2026-01-02 13:04:00
TX_002225,ACC_1025,ACC_0656,847.50,2026-01-02 13:05:00
TX_002226,ACC_1026,ACC_0673,851.25,2026-01-02 13:06:00
TX_002227,ACC_1027,ACC_0690,855.00,2026-01-02 13:07:00
TX_002228,ACC_1028,ACC_0707,858.75,2026-01-02 13:08:00
TX_002229,ACC_1029,ACC_0724,862.50,2026-01-02 13:09:00
TX_002230,ACC_1030,ACC_0741,866.25,2026-01-02 13:10:00
TX_002231,ACC_1031,ACC_0758,870.00,2026-01-02 13:11:00
TX_002232,ACC_1032,ACC_0775,873.75,2026-01-02 13:12:00
TX_002233,ACC_1033,ACC_0792,877.50,2026-01-02 13:13:00
TX_002234,ACC_1034,ACC_0809,881.25,2026-01-02 13:14:00
TX_002235,ACC_1035,ACC_0826,885.00,2026-01-02 13:15:00
TX_002236,ACC_1036,ACC_0843,888.75,2026-01-02 13:16:00
TX_002237,ACC_1037,ACC_0860,892.50,2026-01-02 13:17:00
TX_002238,ACC_1038,ACC_0877,896.25,2026-01-02 13:18:00
TX_002239,ACC_1039,ACC_0894,900.00,2026-01-02 13:19:00
TX_002240,ACC_1040,ACC_0911,903.75,2026-01-02 13:20:00
TX_002241,ACC_1041,ACC_0928,907.50,2026-01-02 13:21:00
TX_002242,ACC_1042,ACC_0945,911.25,2026-01-02 13:22:00
TX_002243,ACC_1043,ACC_0962,915.00,2026-01-02 13:23:00
TX_002244,ACC_1044,ACC_0979,918.75,2026-01-02 13:24:00
TX_002245,ACC_1045,ACC_0996,922.50,2026-01-02 13:25:00
TX_002246,ACC_1046,ACC_1013,926.25,2026-01-02 13:26:00
TX_002247,ACC_1047,ACC_1030,930.00,2026-01-02 13:27:00
TX_002248,ACC_1048,ACC_1047,933.75,2026-01-02 13:28:00
TX_002249,ACC_1049,ACC_1064,937.50,2026-01-02 13:29:00
TX_002250,ACC_1050,ACC_1081,3.75,2026-01-02 13:30:00
TX_002251,ACC_1051,ACC_1098,7.50,2026-01-02 13:31:00
TX_002252,ACC_1052,ACC_1115,11.25,2026-01-02 13:32:00
TX_002253,ACC_1053,ACC_1132,15.00,2026-01-02 13:33:00
TX_002254,ACC_1054,ACC_1149,18.75,2026-01-02 13:34:00
TX_002255,ACC_1055,ACC_1166,22.50,2026-01-02 13:35:00
TX_002256,ACC_1056,ACC_1183,26.25,2026-01-02 13:36:00
TX_002257,ACC_1057,ACC_0000,30.00,2026-01-02 13:37:00
TX_002258,ACC_1058,ACC_0017,33.75,2026-01-02 13:38:00
TX_002259,ACC_1059,ACC_0034,37.50,2026-01-02 13:39:00
TX_002260,ACC_1060,ACC_0051,41.25,2026-01-02 13:40:00
TX_002261,ACC_1061,ACC_0068,45.00,2026-01-02 13:41:00
TX_002262,ACC_1062,ACC_0085,48.75,2026-01-02 13:42:00
TX_002263,ACC_1063,ACC_0102,52.50,2026-01-02 13:43:00
TX_002264,ACC_1064,ACC_0119,56.25,2026-01-02 13:44:00
TX_002265,ACC_1065,ACC_0136,60.00,2026-01-02 13:45:00
TX_002266,ACC_1066,ACC_0153,63.75,2026-01-02 13:46:00
TX_002267,ACC_1067,ACC_0170,67.50,2026-01-02 13:47:00
TX_002268,ACC_1068,ACC_0187,71.25,2026-01-02 13:48:00
TX_002269,ACC_1069,ACC_0204,75.00,2026-01-02 13:49:00
TX_002270,ACC_1070,ACC_0221,78.75,2026-01-02 13:50:00
TX_002271,ACC_1071,ACC_0238,82.50,2026-01-02 13:51:00
TX_002272,ACC_1072,ACC_0255,86.25,2026-01-02 13:52:00
TX_002273,ACC_1073,ACC_0272,90.00,2026-01-02 13:53:00
TX_002274,ACC_1074,ACC_0289,93.75,2026-01-02 13:54:00
TX_002275,ACC_1075,ACC_0306,97.50,2026-01-02 13:55:00
TX_002276,ACC_1076,ACC_0323,101.25,2026-01-02 13:56:00
TX_002277,ACC_1077,ACC_0340,105.00,2026-01-02 13:57:00
TX_002278,ACC_1078,ACC_0357,108.75,2026-01-02 13:58:00
TX_002279,ACC_1079,ACC_0374,112.50,2026-01-02 13:59:00
TX_002280,ACC_1080,ACC_0391,116.25,2026-01-02 14:00:00
TX_002281,ACC_1081,ACC_0408,120.00,2026-01-02 14:01:00
TX_002282,ACC_1082,ACC_0425,123.75,2026-01-02 14:02:00
TX_002283,ACC_1083,ACC_0442,127.50,2026-01-02 14:03:00
TX_002284,ACC_1084,ACC_0459,131.25,2026-01-02 14:04:00
TX_002285,ACC_1085,ACC_0476,135.00,2026-01-02 14:05:00
TX_002286,ACC_1086,ACC_0493,138.75,2026-01-02 14:06:00
TX_002287,ACC_1087,ACC_0510,142.50,2026-01-02 14:07:00
TX_002288,ACC_1088,ACC_0527,146.25,2026-01-02 14:08:00
TX_002289,ACC_1089,ACC_0544,150.00,2026-01-02 14:09:00
TX_002290,ACC_1090,ACC_0561,153.75,2026-01-02 14:10:00
TX_002291,ACC_1091,ACC_0578,157.50,2026-01-02 14:11:00
TX_002292,ACC_1092,ACC_0595,161.25,2026-01-02 14:12:00
TX_002293,ACC_1093,ACC_0612,165.00,2026-01-02 14:13:00
TX_002294,ACC_1094,ACC_0629,168.75,2026-01-02 14:14:00
TX_002295,ACC_1095,ACC_0646,172.50,2026-01-02 14:15:00
TX_002296,ACC_1096,ACC_0663,176.25,2026-01-02 14:16:00
TX_002297,ACC_1097,ACC_0680,180.00,2026-01-02 14:17:00
TX_002298,ACC_1098,ACC_0697,183.75,2026-01-02 14:18:00
TX_002299,ACC_1099,ACC_0714,187.50,2026-01-02 14:19:00
TX_002300,ACC_1100,ACC_0731,191.25,2026-01-02 14:20:00
TX_002301,ACC_1101,ACC_0748,195.00,2026-01-02 14:21:00
TX_002302,ACC_1102,ACC_0765,198.75,2026-01-02 14:22:00
TX_002303,ACC_1103,ACC_0782,202.50,2026-01-02 14:23:00
TX_002304,ACC_1104,ACC_0799,206.25,2026-01-02 14:24:00
TX_002305,ACC_1105,ACC_0816,210.00,2026-01-02 14:25:00
TX_002306,ACC_1106,ACC_0833,213.75,2026-01-02 14:26:00
TX_002307,ACC_1107,ACC_0850,217.50,2026-01-02 14:27:00
TX_002308,ACC_1108,ACC_0867,221.25,2026-01-02 14:28:00
TX_002309,ACC_1109,ACC_0884,225.00,2026-01-02 14:29:00
TX_002310,ACC_1110,ACC_0901,228.75,2026-01-02 14:30:00
TX_002311,ACC_1111,ACC_0918,232.50,2026-01-02 14:31:00
TX_002312,ACC_1112,ACC_0935,236.25,2026-01-02 14:32:00
TX_002313,ACC_1113,ACC_0952,240.00,2026-01-02 14:33:00
TX_002314,ACC_1114,ACC_0969,243.75,2026-01-02 14:34:00
TX_002315,ACC_1115,ACC_0986,247.50,2026-01-02 14:35:00
TX_002316,ACC_1116,ACC_1003,251.25,2026-01-02 14:36:00
TX_002317,ACC_1117,ACC_1020,255.00,2026-01-02 14:37:00
TX_002318,ACC_1118,ACC_1037,258.75,2026-01-02 14:38:00
TX_002319,ACC_1119,ACC_1054,262.50,2026-01-02 14:39:00
TX_002320,ACC_1120,ACC_1071,266.25,2026-01-02 14:40:00
TX_002321,ACC_1121,ACC_1088,270.00,2026-01-02 14:41:00
TX_002322,ACC_1122,ACC_1105,273.75,2026-01-02 14:42:00
TX_002323,ACC_1123,ACC_1122,277.50,2026-01-02 14:43:00
TX_002324,ACC_1124,ACC_1139,281.25,2026-01-02 14:44:00
TX_002325,ACC_1125,ACC_1156,285.00,2026-01-02 14:45:00
TX_002326,ACC_1126,ACC_1173,288.75,2026-01-02 14:46:00
TX_002327,ACC_1127,ACC_1190,292.50,2026-01-02 14:47:00
TX_002328,ACC_1128,ACC_0007,296.25,2026-01-02 14:48:00
TX_002329,ACC_1129,ACC_0024,300.00,2026-01-02 14:49:00
TX_002330,ACC_1130,ACC_0041,303.75,2026-01-02 14:50:00
TX_002331,ACC_1131,ACC_0058,307.50,2026-01-02 14:51:00
TX_002332,ACC_1132,ACC_0075,311.25,2026-01-02 14:52:00
TX_002333,ACC_1133,ACC_0092,315.00,2026-01-02 14:53:00
TX_002334,ACC_1134,ACC_0109,318.75,2026-01-02 14:54:00
TX_002335,ACC_1135,ACC_0126,322.50,2026-01-02 14:55:00
TX_002336,ACC_1136,ACC_0143,326.25,2026-01-02 14:56:00
TX_002337,ACC_1137,ACC_0160,330.00,2026-01-02 14:57:00
TX_002338,ACC_1138,ACC_0177,333.75,2026-01-02 14:58:00
TX_002339,ACC_1139,ACC_0194,337.50,2026-01-02 14:59:00
TX_002340,ACC_1140,ACC_0211,341.25,2026-01-02 15:00:00
TX_002341,ACC_1141,ACC_0228,345.00,2026-01-02 15:01:00
TX_002342,ACC_1142,ACC_0245,348.75,2026-01-02 15:02:00
TX_002343,ACC_1143,ACC_0262,352.50,2026-01-02 15:03:00
TX_002344,ACC_1144,ACC_0279,356.25,2026-01-02 15:04:00
TX_002345,ACC_1145,ACC_0296,360.00,2026-01-02 15:05:00
TX_002346,ACC_1146,ACC_0313,363.75,2026-01-02 15:06:00
TX_002347,ACC_1147,ACC_0330,367.50,2026-01-02 15:07:00
TX_002348,ACC_1148,ACC_0347,371.25,2026-01-02 15:08:00
TX_002349,ACC_1149,ACC_0364,375.00,2026-01-02 15:09:00
TX_002350,ACC_1150,ACC_0381,378.75,2026-01-02 15:10:00
TX_002351,ACC_1151,ACC_0398,382.50,2026-01-02 15:11:00
TX_002352,ACC_1152,ACC_0415,386.25,2026-01-02 15:12:00
TX_002353,ACC_1153,ACC_0432,390.00,2026-01-02 15:13:00
TX_002354,ACC_1154,ACC_0449,393.75,2026-01-02 15:14:00
TX_002355,ACC_1155,ACC_0466,397.50,2026-01-02 15:15:00
TX_002356,ACC_1156,ACC_0483,401.25,2026-01-02 15:16:00
TX_002357,ACC_1157,ACC_0500,405.00,2026-01-02 15:17:00
TX_002358,ACC_1158,ACC_0517,408.75,2026-01-02 15:18:00
TX_002359,ACC_1159,ACC_0534,412.50,2026-01-02 15:19:00
TX_002360,ACC_1160,ACC_0551,416.25,2026-01-02 15:20:00
TX_002361,ACC_1161,ACC_0568,420.00,2026-01-02 15:21:00
TX_002362,ACC_1162,ACC_0585,423.75,2026-01-02 15:22:00
TX_002363,ACC_1163,ACC_0602,427.50,2026-01-02 15:23:00
TX_002364,ACC_1164,ACC_0619,431.25,2026-01-02 15:24:00
TX_002365,ACC_1165,ACC_0636,435.00,2026-01-02 15:25:00
TX_002366,ACC_1166,ACC_0653,438.75,2026-01-02 15:26:00
TX_002367,ACC_1167,ACC_0670,442.50,2026-01-02 15:27:00
TX_002368,ACC_1168,ACC_0687,446.25,2026-01-02 15:28:00
TX_002369,ACC_1169,ACC_0704,450.00,2026-01-02 15:29:00
TX_002370,ACC_1170,ACC_0721,453.75,2026-01-02 15:30:00
TX_002371,ACC_1171,ACC_0738,457.50,2026-01-02 15:31:00
TX_002372,ACC_1172,ACC_0755,461.25,2026-01-02 15:32:00
TX_002373,ACC_1173,ACC_0772,465.00,2026-01-02 15:33:00
TX_002374,ACC_1174,ACC_0789,468.75,2026-01-02 15:34:00
TX_002375,ACC_1175,ACC_0806,472.50,2026-01-02 15:35:00
TX_002376,ACC_1176,ACC_0823,476.25,2026-01-02 15:36:00
TX_002377,ACC_1177,ACC_0840,480.00,2026-01-02 15:37:00
TX_002378,ACC_1178,ACC_0857,483.75,2026-01-02 15:38:00
TX_002379,ACC_1179,ACC_0874,487.50,2026-01-02 15:39:00
TX_002380,ACC_1180,ACC_0891,491.25,2026-01-02 15:40:00
TX_002381,ACC_1181,ACC_0908,495.00,2026-01-02 15:41:00
TX_002382,ACC_1182,ACC_0925,498.75,2026-01-02 15:42:00
TX_002383,ACC_1183,ACC_0942,502.50,2026-01-02 15:43:00
TX_002384,ACC_1184,ACC_0959,506.25,2026-01-02 15:44:00
TX_002385,ACC_1185,ACC_0976,510.00,2026-01-02 15:45:00
TX_002386,ACC_1186,ACC_0993,513.75,2026-01-02 15:46:00
TX_002387,ACC_1187,ACC_1010,517.50,2026-01-02 15:47:00
TX_002388,ACC_1188,ACC_1027,521.25,2026-01-02 15:48:00
TX_002389,ACC_1189,ACC_1044,525.00,2026-01-02 15:49:00
TX_002390,ACC_1190,ACC_1061,528.75,2026-01-02 15:50:00
TX_002391,ACC_1191,ACC_1078,532.50,2026-01-02 15:51:00
TX_002392,ACC_1192,ACC_1095,536.25,2026-01-02 15:52:00
TX_002393,ACC_1193,ACC_1112,540.00,2026-01-02 15:53:00
TX_002394,ACC_1194,ACC_1129,543.75,2026-01-02 15:54:00
TX_002395,ACC_1195,ACC_1146,547.50,2026-01-02 15:55:00
TX_002396,ACC_1196,ACC_1163,551.25,2026-01-02 15:56:00
TX_002397,ACC_1197,ACC_1180,555.00,2026-01-02 15:57:00
TX_002398,ACC_1198,ACC_1197,558.75,2026-01-02 15:58:00
TX_002399,ACC_1199,ACC_0014,562.50,2026-01-02 15:59:00
TX_002400,ACC_0000,ACC_0031,566.25,2026-01-02 16:00:00
TX_002401,ACC_0001,ACC_0048,570.00,2026-01-02 16:01:00
TX_002402,ACC_0002,ACC_0065,573.75,2026-01-02 16:02:00
TX_002403,ACC_0003,ACC_0082,577.50,2026-01-02 16:03:00
TX_002404,ACC_0004,ACC_0099,581.25,2026-01-02 16:04:00
TX_002405,ACC_0005,ACC_0116,585.00,2026-01-02 16:05:00
TX_002406,ACC_0006,ACC_0133,588.75,2026-01-02 16:06:00
TX_002407,ACC_0007,ACC_0150,592.50,2026-01-02 16:07:00
TX_002408,ACC_0008,ACC_0167,596.25,2026-01-02 16:08:00
TX_002409,ACC_0009,ACC_0184,600.00,2026-01-02 16:09:00
TX_002410,ACC_0010,ACC_0201,603.75,2026-01-02 16:10:00
TX_002411,ACC_0011,ACC_0218,607.50,2026-01-02 16:11:00
TX_002412,ACC_0012,ACC_0235,611.25,2026-01-02 16:12:00
TX_002413,ACC_0013,ACC_0252,615.00,2026-01-02 16:13:00
TX_002414,ACC_0014,ACC_0269,618.75,2026-01-02 16:14:00
TX_002415,ACC_0015,ACC_0286,622.50,2026-01-02 16:15:00
TX_002416,ACC_0016,ACC_0303,626.25,2026-01-02 16:16:00
TX_002417,ACC_0017,ACC_0320,630.00,2026-01-02 16:17:00
TX_002418,ACC_0018,ACC_0337,633.75,2026-01-02 16:18:00
TX_002419,ACC_0019,ACC_0354,637.50,2026-01-02 16:19:00
TX_002420,ACC_0020,ACC_0371,641.25,2026-01-02 16:20:00
TX_002421,ACC_0021,ACC_0388,645.00,2026-01-02 16:21:00
TX_002422,ACC_0022,ACC_0405,648.75,2026-01-02 16:22:00
TX_002423,ACC_0023,ACC_0422,652.50,2026-01-02 16:23:00
TX_002424,ACC_0024,ACC_0439,656.25,2026-01-02 16:24:00
TX_002425,ACC_0025,ACC_0456,660.00,2026-01-02 16:25:00
TX_002426,ACC_0026,ACC_0473,663.75,2026-01-02 16:26:00
TX_002427,ACC_0027,ACC_0490,667.50,2026-01-02 16:27:00
TX_002428,ACC_0028,ACC_0507,671.25,2026-01-02 16:28:00
TX_002429,ACC_0029,ACC_0524,675.00,2026-01-02 16:29:00
TX_002430,ACC_0030,ACC_0541,678.75,2026-01-02 16:30:00
TX_002431,ACC_0031,ACC_0558,682.50,2026-01-02 16:31:00
TX_002432,ACC_0032,ACC_0575,686.25,2026-01-02 16:32:00
TX_002433,ACC_0033,ACC_0592,690.00,2026-01-02 16:33:00
TX_002434,ACC_0034,ACC_0609,693.75,2026-01-02 16:34:00
TX_002435,ACC_0035,ACC_0626,697.50,2026-01-02 16:35:00
TX_002436,ACC_0036,ACC_0643,701.25,2026-01-02 16:36:00
TX_002437,ACC_0037,ACC_0660,705.00,2026-01-02 16:37:00
TX_002438,ACC_0038,ACC_0677,708.75,2026-01-02 16:38:00
TX_002439,ACC_0039,ACC_0694,712.50,2026-01-02 16:39:00
TX_002440,ACC_0040,ACC_0711,716.25,2026-01-02 16:40:00
TX_002441,ACC_0041,ACC_0728,720.00,2026-01-02 16:41:00
TX_002442,ACC_0042,ACC_0745,723.75,2026-01-02 16:42:00
TX_002443,ACC_0043,ACC_0762,727.50,2026-01-02 16:43:00
TX_002444,ACC_0044,ACC_0779,731.25,2026-01-02 16:44:00
TX_002445,ACC_0045,ACC_0796,735.00,2026-01-02 16:45:00
TX_002446,ACC_0046,ACC_0813,738.75,2026-01-02 16:46:00
TX_002447,ACC_0047,ACC_0830,742.50,2026-01-02 16:47:00
TX_002448,ACC_0048,ACC_0847,746.25,2026-01-02 16:48:00
TX_002449,ACC_0049,ACC_0864,750.00,2026-01-02 16:49:00
TX_002450,ACC_0050,ACC_0881,753.75,2026-01-02 16:50:00
TX_002451,ACC_0051,ACC_0898,757.50,2026-01-02 16:51:00
TX_002452,ACC_0052,ACC_0915,761.25,2026-01-02 16:52:00
TX_002453,ACC_0053,ACC_0932,765.00,2026-01-02 16:53:00
TX_002454,ACC_0054,ACC_0949,768.75,2026-01-02 16:54:00
TX_002455,ACC_0055,ACC_0966,772.50,2026-01-02 16:55:00
TX_002456,ACC_0056,ACC_0983,776.25,2026-01-02 16:56:00
TX_002457,ACC_0057,ACC_1000,780.00,2026-01-02 16:57:00
TX_002458,ACC_0058,ACC_1017,783.75,2026-01-02 16:58:00
TX_002459,ACC_0059,ACC_1034,787.50,2026-01-02 16:59:00
TX_002460,ACC_0060,ACC_1051,791.25,2026-01-02 17:00:00
TX_002461,ACC_0061,ACC_1068,795.00,2026-01-02 17:01:00
TX_002462,ACC_0062,ACC_1085,798.75,2026-01-02 17:02:00
TX_002463,ACC_0063,ACC_1102,802.50,2026-01-02 17:03:00
TX_002464,ACC_0064,ACC_1119,806.25,2026-01-02 17:04:00
TX_002465,ACC_0065,ACC_1136,810.00,2026-01-02 17:05:00
TX_002466,ACC_0066,ACC_1153,813.75,2026-01-02 17:06:00
TX_002467,ACC_0067,ACC_1170,817.50,2026-01-02 17:07:00
TX_002468,ACC_0068,ACC_1187,821.25,2026-01-02 17:08:00
TX_002469,ACC_0069,ACC_0004,825.00,2026-01-02 17:09:00
TX_002470,ACC_0070,ACC_0021,828.75,2026-01-02 17:10:00
TX_002471,ACC_0071,ACC_0038,832.50,2026-01-02 17:11:00
TX_002472,ACC_0072,ACC_0055,836.25,2026-01-02 17:12:00
TX_002473,ACC_0073,ACC_0072,840.00,2026-01-02 17:13:00
TX_002474,ACC_0074,ACC_0089,843.75,2026-01-02 17:14:00
TX_002475,ACC_0075,ACC_0106,847.50,2026-01-02 17:15:00
TX_002476,ACC_0076,ACC_0123,851.25,2026-01-02 17:16:00
TX_002477,ACC_0077,ACC_0140,855.00,2026-01-02 17:17:00
TX_002478,ACC_0078,ACC_0157,858.75,2026-01-02 17:18:00
TX_002479,ACC_0079,ACC_0174,862.50,2026-01-02 17:19:00
TX_002480,ACC_0080,ACC_0191,866.25,2026-01-02 17:20:00
TX_002481,ACC_0081,ACC_0208,870.00,2026-01-02 17:21:00
TX_002482,ACC_0082,ACC_0225,873.75,2026-01-02 17:22:00
TX_002483,ACC_0083,ACC_0242,877.50,2026-01-02 17:23:00
TX_002484,ACC_0084,ACC_0259,881.25,2026-01-02 17:24:00
TX_002485,ACC_0085,ACC_0276,885.00,2026-01-02 17:25:00
TX_002486,ACC_0086,ACC_0293,888.75,2026-01-02 17:26:00
TX_002487,ACC_0087,ACC_0310,892.50,2026-01-02 17:27:00
TX_002488,ACC_0088,ACC_0327,896.25,2026-01-02 17:28:00
TX_002489,ACC_0089,ACC_0344,900.00,2026-01-02 17:29:00
TX_002490,ACC_0090,ACC_0361,903.75,2026-01-02 17:30:00
TX_002491,ACC_0091,ACC_0378,907.50,2026-01-02 17:31:00
TX_002492,ACC_0092,ACC_0395,911.25,2026-01-02 17:32:00
TX_002493,ACC_0093,ACC_0412,915.00,2026-01-02 17:33:00
TX_002494,ACC_0094,ACC_0429,918.75,2026-01-02 17:34:00
TX_002495,ACC_0095,ACC_0446,922.50,2026-01-02 17:35:00
TX_002496,ACC_0096,ACC_0463,926.25,2026-01-02 17:36:00
TX_002497,ACC_0097,ACC_0480,930.00,2026-01-02 17:37:00
TX_002498,ACC_0098,ACC_0497,933.75,2026-01-02 17:38:00
TX_002499,ACC_0099,ACC_0514,937.50,2026-01-02 17:39:00
TX_002500,ACC_0100,ACC_0531,3.75,2026-01-02 17:40:00
TX_002501,ACC_0101,ACC_0548,7.50,2026-01-02 17:41:00
TX_002502,ACC_0102,ACC_0565,11.25,2026-01-02 17:42:00
TX_002503,ACC_0103,ACC_0582,15.00,2026-01-02 17:43:00
TX_002504,ACC_0104,ACC_0599,18.75,2026-01-02 17:44:00
TX_002505,ACC_0105,ACC_0616,22.50,2026-01-02 17:45:00
TX_002506,ACC_0106,ACC_0633,26.25,2026-01-02 17:46:00
TX_002507,ACC_0107,ACC_0650,30.00,2026-01-02 17:47:00
TX_002508,ACC_0108,ACC_0667,33.75,2026-01-02 17:48:00
TX_002509,ACC_0109,ACC_0684,37.50,2026-01-02 17:49:00
TX_002510,ACC_0110,ACC_0701,41.25,2026-01-02 17:50:00
TX_002511,ACC_0111,ACC_0718,45.00,2026-01-02 17:51:00
TX_002512,ACC_0112,ACC_0735,48.75,2026-01-02 17:52:00
TX_002513,ACC_0113,ACC_0752,52.50,2026-01-02 17:53:00
TX_002514,ACC_0114,ACC_0769,56.25,2026-01-02 17:54:00
TX_002515,ACC_0115,ACC_0786,60.00,2026-01-02 17:55:00
TX_002516,ACC_0116,ACC_0803,63.75,2026-01-02 17:56:00
TX_002517,ACC_0117,ACC_0820,67.50,2026-01-02 17:57:00
TX_002518,ACC_0118,ACC_0837,71.25,2026-01-02 17:58:00
TX_002519,ACC_0119,ACC_0854,75.00,2026-01-02 17:59:00
TX_002520,ACC_0120,ACC_0871,78.75,2026-01-02 18:00:00
TX_002521,ACC_0121,ACC_0888,82.50,2026-01-02 18:01:00
TX_002522,ACC_0122,ACC_0905,86.25,2026-01-02 18:02:00
TX_002523,ACC_0123,ACC_0922,90.00,2026-01-02 18:03:00
TX_002524,ACC_0124,ACC_0939,93.75,2026-01-02 18:04:00
TX_002525,ACC_0125,ACC_0956,97.50,2026-01-02 18:05:00
TX_002526,ACC_0126,ACC_0973,101.25,2026-01-02 18:06:00
TX_002527,ACC_0127,ACC_0990,105.00,2026-01-02 18:07:00
TX_002528,ACC_0128,ACC_1007,108.75,2026-01-02 18:08:00
TX_002529,ACC_0129,ACC_1024,112.50,2026-01-02 18:09:00
TX_002530,ACC_0130,ACC_1041,116.25,2026-01-02 18:10:00
TX_002531,ACC_0131,ACC_1058,120.00,2026-01-02 18:11:00
TX_002532,ACC_0132,ACC_1075,123.75,2026-01-02 18:12:00
TX_002533,ACC_0133,ACC_1092,127.50,2026-01-02 18:13:00
TX_002534,ACC_0134,ACC_1109,131.25,2026-01-02 18:14:00
TX_002535,ACC_0135,ACC_1126,135.00,2026-01-02 18:15:00
TX_002536,ACC_0136,ACC_1143,138.75,2026-01-02 18:16:00
